election,election_date,precinct_code,precinct_name,contest,contest_resolved,choice,choice_raw,votes,row_type,name_resolved
2026 Primary Election,2026-05-05,0078,Shawnee F,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0078,Shawnee F,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0078,Shawnee F,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,70,tally,
2026 Primary Election,2026-05-05,0079,Shawnee G,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,32,choice,yes
2026 Primary Election,2026-05-05,0079,Shawnee G,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,10,choice,yes
2026 Primary Election,2026-05-05,0079,Shawnee G,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,42,tally,
2026 Primary Election,2026-05-05,0079,Shawnee G,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0079,Shawnee G,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0079,Shawnee G,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,47,tally,
2026 Primary Election,2026-05-05,0080,Shawnee H,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,23,choice,yes
2026 Primary Election,2026-05-05,0080,Shawnee H,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,10,choice,yes
2026 Primary Election,2026-05-05,0080,Shawnee H,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,33,tally,
2026 Primary Election,2026-05-05,0080,Shawnee H,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0080,Shawnee H,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0080,Shawnee H,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,36,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,31,choice,yes
2026 Primary Election,2026-05-05,0081,Shawnee I,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,8,choice,yes
2026 Primary Election,2026-05-05,0081,Shawnee I,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,39,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,6,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,45,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,27,choice,yes
2026 Primary Election,2026-05-05,0082,Shawnee J,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,5,choice,yes
2026 Primary Election,2026-05-05,0082,Shawnee J,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,32,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,4,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,36,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,34,choice,yes
2026 Primary Election,2026-05-05,0083,Shawnee K,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,8,choice,yes
2026 Primary Election,2026-05-05,0083,Shawnee K,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,42,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,43,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,11,choice,yes
2026 Primary Election,2026-05-05,0084,Shawnee L,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,9,choice,yes
2026 Primary Election,2026-05-05,0084,Shawnee L,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,20,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,4,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,24,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,12,choice,yes
2026 Primary Election,2026-05-05,0085,Spencerville A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,9,choice,yes
2026 Primary Election,2026-05-05,0085,Spencerville A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,21,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,21,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,10,choice,yes
2026 Primary Election,2026-05-05,0086,Spencerville B,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,7,choice,yes
2026 Primary Election,2026-05-05,0086,Spencerville B,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,17,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,17,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,12,choice,yes
2026 Primary Election,2026-05-05,0087,Spencer A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,2,choice,yes
2026 Primary Election,2026-05-05,0087,Spencer A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,14,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,16,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,"Dem For Member of State Central Committee, Woman (12th District)",yes,Sharetta T. Smith,Sharetta Smith T.,23,choice,yes
2026 Primary Election,2026-05-05,0088,Sugar Creek,"Dem For Member of State Central Committee, Woman (12th District)",yes,Heather Tiefenthaler,Tiefenthaler Heather,9,choice,yes
2026 Primary Election,2026-05-05,0088,Sugar Creek,"Dem For Member of State Central Committee, Woman (12th District)",yes,Total Votes Cast,Total Votes Cast,32,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,"Dem For Member of State Central Committee, Woman (12th District)",yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,"Dem For Member of State Central Committee, Woman (12th District)",yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,"Dem For Member of State Central Committee, Woman (12th District)",yes,Contest Total,Contest Total,35,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0001,Delphos 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,26,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,26,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0002,Delphos 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,29,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,29,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0003,Delphos 2A,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,46,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,46,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0004,Delphos 2B,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,15,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,15,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0005,Lima 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,47,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,47,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0006,Lima 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,42,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,42,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0007,Lima 1C,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,Dem For Judge of the Court of Appeals (3rd District),yes,Undervotes,Undervotes,15,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,Dem For Judge of the Court of Appeals (3rd District),yes,Contest Total,Contest Total,15,tally,
2026 Primary Election,2026-05-05,0008,Lima 2A,Dem For Judge of the Court of Appeals (3rd District),yes,No Valid Petition Filed,Petition No Valid Filed,0,choice,yes
2026 Primary Election,2026-05-05,0008,Lima 2A,Dem For Judge of the Court of Appeals (3rd District),yes,Total Votes Cast,Total Votes Cast,0,tally,
2026 Primary Election,2026-05-05,0008,Lima 2A,Dem For Judge of the Court of Appeals (3rd District),yes,Overvotes,Overvotes,0,tally,
